N,Forward,Backward,Random
10112,9,9,73
10176,9,9,73
10240,9,9,73
10304,9,9,69
10368,7,7,69
10432,7,7,70
10496,7,7,70
10560,8,7,70
10624,8,8,71
10688,8,8,71
10752,8,8,72
10816,8,8,72
10880,8,8,72
10944,9,9,78
11008,9,9,74
11072,8,8,73
11136,8,8,74
11200,8,8,74
11264,8,8,75
11328,8,8,75
11392,8,8,76
11456,8,8,76
11520,8,8,76
11584,8,8,77
11648,8,8,78
11712,8,8,78
11776,8,8,79
11840,8,8,79
11904,8,8,80
11968,8,8,80
12032,8,8,80
12096,8,8,81
12160,8,8,81
12224,8,8,82
12288,8,8,82
12352,8,8,82
12416,8,8,82
12480,8,8,82
12544,8,8,83
12608,8,8,83
12672,8,8,83
12736,8,8,84
12800,8,8,84
12864,8,8,84
12928,8,8,85
12992,8,8,85
13056,8,8,86
13120,8,8,86
13184,8,8,87
13248,8,8,87
13312,8,8,87
13376,8,8,88
13440,8,8,88
13504,8,8,88
13568,8,8,89
13632,8,8,89
13696,8,8,89
13760,8,8,90
13824,8,8,91
13888,8,8,91
13952,8,8,92
14016,8,8,92
14080,8,8,92
14144,8,8,93
14208,8,8,93
14272,8,8,94
14336,8,8,94
14400,8,8,95
14464,8,8,95
14528,8,8,95
14592,8,8,95
14656,8,8,96
14720,8,8,96
14784,8,8,96
14848,8,8,97
14912,8,8,97
14976,8,8,97
15040,8,8,98
15104,8,8,98
15168,8,8,99
15232,8,8,99
15296,8,8,99
15360,8,8,100
15424,8,8,100
15488,8,8,101
15552,8,8,101
15616,8,8,102
15680,8,8,102
15744,8,8,102
15808,8,8,103
15872,8,8,103
15936,8,8,104
16000,8,8,104
16064,8,8,105
16128,8,8,105
16192,8,8,105
16256,8,8,106
16320,8,8,106
16384,8,8,106
16512,8,8,107
16640,8,8,108
16768,8,8,109
16896,8,8,109
17024,8,8,110
17152,8,8,111
17280,8,8,111
17408,8,8,112
17536,8,8,113
17664,8,8,114
17792,8,8,115
17920,8,8,115
18048,8,8,116
18176,8,8,117
18304,8,8,118
18432,8,8,119
18560,8,8,119
18688,8,8,120
18816,8,8,121
18944,8,8,121
19072,8,8,122
19200,8,8,123
19328,8,8,123
19456,8,8,124
19584,8,8,124
19712,8,8,125
19840,8,8,126
19968,8,8,126
20096,8,8,127
20224,8,8,128
20352,8,8,128
20480,8,8,129
20608,8,8,130
20736,8,8,130
20864,8,8,131
20992,8,8,131
21120,8,8,132
21248,8,8,132
21376,8,8,133
21504,8,8,134
21632,8,8,134
21760,8,8,135
21888,8,8,135
22016,8,8,136
22144,8,8,136
22272,8,8,137
22400,8,8,137
22528,8,8,138
22656,8,8,138
22784,8,8,139
22912,8,8,139
23040,8,8,140
23168,8,8,140
23296,8,8,141
23424,8,8,141
23552,8,8,142
23680,8,8,142
23808,8,8,142
23936,8,8,143
24064,8,8,143
24192,8,8,144
24320,8,8,144
24448,8,8,145
24576,8,8,145
24704,8,8,145
24832,8,8,146
24960,8,8,146
25088,8,8,147
25216,8,8,147
25344,8,8,147
25472,8,8,148
25600,8,8,148
25728,8,8,149
25856,8,8,149
25984,8,8,149
26112,8,8,150
26240,8,8,150
26368,8,8,151
26496,8,8,151
26624,8,8,151
26752,8,8,152
26880,8,8,152
27008,8,8,152
27136,8,8,153
27264,8,8,153
27392,8,8,153
27520,8,8,154
27648,8,8,154
27776,8,8,154
27904,8,8,155
28032,8,8,155
28160,8,8,156
28288,8,8,156
28416,8,8,156
28544,8,8,156
28672,8,8,157
28800,8,8,157
28928,8,8,157
29056,8,8,158
29184,8,8,158
29312,8,8,158
29440,8,8,159
29568,8,8,159
29696,8,8,159
29824,8,8,160
29952,8,8,160
30080,8,8,160
30208,8,8,160
30336,8,8,161
30464,8,8,161
30592,8,8,161
30720,8,8,162
30848,8,8,162
30976,8,8,162
31104,8,8,162
31232,8,8,163
31360,8,8,163
31488,8,8,163
31616,8,8,163
31744,8,8,169
31872,9,8,164
32000,8,8,164
32128,8,8,164
32256,8,8,165
32384,8,8,165
32512,8,8,165
32640,8,8,165
